결제구분,접수일자,품목 및 규격,수량,단가,합계,데이터기준일자
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-28,"어항(가로, 세로 1m 미만)",1,2000,2000,2024-07-02
결제,2024-06-28,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-28,조명(장식용),1,3000,3000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,비키니옷장( ),1,2000,2000,2024-07-02
미결제,2024-06-28,비키니옷장( ),1,2000,2000,2024-07-02
결제,2024-06-28,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-28,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-28,컴퓨터(키보드(모든규격)),1,0,0,2024-07-02
결제,2024-06-28,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-28,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-28,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-28,장롱(120cm 미만),1,11000,11000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-28,이동식화장실( ),1,13000,13000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,스텝퍼( ),1,2000,2000,2024-07-02
결제,2024-06-28,"빨래건조대,이불( )",1,2000,2000,2024-07-02
미결제,2024-06-28,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-28,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,시계(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,세면대(60x90cm미만),1,2000,2000,2024-07-02
결제,2024-06-28,뜀틀( ),1,3000,3000,2024-07-02
결제,2024-06-28,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-28,"팩시밀리,복합기(높이 1m 미만)",1,0,0,2024-07-02
결제,2024-06-28,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(3인용이상),1,5000,5000,2024-07-02
미결제,2024-06-28,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-28,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-28,운동기구(헬스싸이클),1,3000,3000,2024-07-02
결제,2024-06-28,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-28,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-28,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-06-28,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-28,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-28,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-28,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-28,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-28,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-27,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-27,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-06-27,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-27,토스터기(모든규격),1,0,0,2024-07-02
결제,2024-06-27,침대머리( ),1,2000,2000,2024-07-02
결제,2024-06-27,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-27,다리미(모든규격),1,0,0,2024-07-02
결제,2024-06-27,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-27,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-27,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-27,빔프로젝터(모든규격),1,0,0,2024-07-02
미결제,2024-06-27,카페트(180x180cm 이상),1,8000,8000,2024-07-02
미결제,2024-06-27,빔프로젝터(모든규격),1,0,0,2024-07-02
결제,2024-06-27,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,책장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-27,빔프로젝터(모든규격),1,0,0,2024-07-02
결제,2024-06-27,캐비닛(쪽당 높이 120cm 미만),1,5000,5000,2024-07-02
결제,2024-06-27,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-27,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-27,거울(110x120cm미만),1,2000,2000,2024-07-02
미결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-27,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-27,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-27,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-27,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-06-27,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-27,운동기구(헬스싸이클),1,3000,3000,2024-07-02
결제,2024-06-27,유아용전동차( ),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-27,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-27,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-27,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-27,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-27,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-27,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-27,가스오븐레인지(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-27,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-27,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-27,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-27,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-27,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-27,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-27,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-27,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-27,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-27,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-06-27,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대(세트),1,5000,5000,2024-07-02
미결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-27,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-27,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-27,옥·돌·황토침대(1인용),1,11000,11000,2024-07-02
결제,2024-06-27,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-27,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-27,다리미판( ),1,2000,2000,2024-07-02
결제,2024-06-27,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-27,화분(대형),1,2000,2000,2024-07-02
미결제,2024-06-27,화분(대형),1,2000,2000,2024-07-02
결제,2024-06-27,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-27,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-06-27,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-27,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-27,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-27,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-27,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-27,냉장고(1000L 이상),1,13000,13000,2024-07-02
결제,2024-06-27,배기후드( ),1,2000,2000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-27,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-27,탈수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,탈수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,탈수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-27,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-27,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-27,"침대틀(1,2인용)",1,8000,8000,2024-07-02
